# What the Virtual Calculator answered to the documentation's examples.
# Written by `hpprime examples`; not edited by hand. One row per call.
# entry	call	answer	type	firmware	date
Do2VStats	EXPR("Do2VStats(S1)")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-14
Do2VStats	EXPR("S1")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-14
Do2VStats	EXPR("S1:=[[1,2],[2,4],[3,6]]")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-14
Do2VStats	EXPR("S1:=[[1,2],[2,4],[3,6]]"); RETURN EXPR("Do2VStats(S1)");	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-13
DoInference	EXPR(" DoInference( )")	1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
DoInference	EXPR("DoInference")	1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
DoInference	EXPR("DoInference()")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-14
DoSolve	EXPR(" DoSolve( )")	{}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
DoSolve	EXPR("DoSolve")	{36.8698976458,53.1301023542,90}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
DoSolve	EXPR("DoSolve( )")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-14
DoSolve	EXPR("DoSolve()")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-14
DOT	DOT([1,2,3],[4,5,6])	32	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
DRAWMENU	DRAWMENU("a","b","c","d","e","f")	1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
DrawSlp	EXPR("DrawSlp(1,2,3)")	line(y=3*x-1)	8	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
EEX	EXPR("EEX")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-13
EffInt	EXPR("EffInt")	0	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-15
Ei	Ei(1)	Ei(1)	8	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
EIGENVAL	EIGENVAL([[1,2],[3,4]])	[5.37228132327,−0.372281323269]	4	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
EIGENVV	EIGENVV([[1,2],[3,4]])	{[[0.415973557919,−0.83696500723],[0.909376709132,0.574275723826]],[[5.37228132327,0],[0,−0.372281323269]]}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
element	EXPR("element(segment(point(0,0),point(4,0)),0.5)")	point(2,0)	8	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
ellipse	EXPR("ellipse(point(-1,0),point(1,0),point(0,1))")	plotparam((√2+√2)/2*COS(t)+*SIN(t),t,0,6.28318530718)	8	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
EQ	EQ(1,1)	1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
equation	EXPR("equation(line(point(0,0),point(1,1)))")	"Error: entrada no válida"	2	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
equation	EXPR("equation(segment(point(0,0),point(4,0)))")	y=0	8	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
erf	erf(1)	erf(1)	8	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
erfc	erfc(1)	1-erf(1)	8	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
EVAL	EVAL(2+3)	5	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
EVALLIST	EXPR("EVALLIST({1+1,2+2})")	{2,4}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
excircle	EXPR("excircle(point(0,0),point(3,0),point(0,4))")	circle(point(6,6),6)	8	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
EXECON	EXECON("&1+&2",{1,2,3},{10,20,30})	{11,22,33}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
EXECON	EXECON("&1+1",{1,2,3})	{2,3,4}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
EXP	EXP(5)	148.413159103	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
EXP	EXP({-2.3,0})	{0.100258843723,1}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
ExpList	EXPR(" ExpList")	{}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-15
ExpList	EXPR("ExpList")	{}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
EXPM1	EXPM1(0.5)	0.6487212707	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
ExpMat	EXPR("ExpMat")	[[0]]	4	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
EXPR	EXPR("")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-12
EXPR	EXPR("2+3")	5	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
EXTREMUM	EXPR(" EXTREMUM(F1,0)")	0	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
EXTREMUM	EXPR("EXTREMUM(F1)")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-14
EXTREMUM	EXPR("EXTREMUM(F1,0)")	0	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
Extremum	EXPR("  Extremum")	0	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
Extremum	EXPR("Extremum")	0	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
F1	EXPR("(F1)")	X^2-4	8	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
F1	EXPR("F1:='X^2-4'")	X^2-4	8	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
F2	EXPR("(F2)")	X	8	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
F2	EXPR("F2:=""X""")	X	8	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
FactorDepr	EXPR("FactorDepr")	200	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-15
FILLPOLY	DIMGROB(G1,20,20,0); RETURN FILLPOLY(G1,{{0,0},{9,0},{0,9}},RGB(255,0,0));	1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
FILLPOLY_P	DIMGROB_P(G1,20,20,0); RETURN FILLPOLY_P(G1,{0,9,{9,9}},RGB(255,0,0));	1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
FinType	EXPR("FinType")	0	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-15
FirstAsset	EXPR("FirstAsset")	1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-15
FirstDateAsset	EXPR("FirstDateAsset")	2017.0101	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-15
FISHER	FISHER(2,3,1)	0.278854800927	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
FISHER_CDF	FISHER_CDF(2,3,1)	0.535241998455	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
FISHER_ICDF	FISHER_ICDF(2,3,0.5)	0.881101577954	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
FixedCost	EXPR("FixedCost")	0	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-15
FLOOR	FLOOR(-3.2)	−4	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
FLOOR	FLOOR(3.2)	3	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
FLOOR	FLOOR({3.2,-3.2})	{3,−4}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
FMRR	EXPR(" FMRR")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-15
FMRR	EXPR("FMRR")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-15
FNROOT	FNROOT(X^2-4,X,1)	2	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
FOR	LOCAL zi, z; FOR zi FROM 1 TO 2 DO z := zi; END;	2	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
FOR	LOCAL zi, zs; zs := {}; FOR zi FROM 1 TO 10 STEP 2 DO zs := CONCAT(zs, {zi}); END; RETURN zs;	{1,3,5,7,9}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
FOR	LOCAL zi, zs; zs := {}; FOR zi FROM 10 DOWNTO 1 STEP 2 DO zs := CONCAT(zs, {zi}); END; RETURN zs;	{10,8,6,4,2}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
FP	FP(-23.2)	−0.2	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
FP	FP(23.2)	0.2	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
FP	FP({23.2,15+1/4,51/2,10-4/5})	{0.2,0.25,0.5,0.2}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
FREEZE	FREEZE	1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
FV	EXPR(" FV")	0.00	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-15
FV	EXPR("FV")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-15
Fval	EXPR("Fval")	0	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
Gamma	Gamma(5)	24	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
GEOMETRIC	GEOMETRIC(0.5,3)	0.125	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
geometric_cdf	geometric_cdf(0.5,3)	0.875	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
geometric_icdf	geometric_icdf(0.5,0.5)	1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
GETBASE	EXPR("GETBASE(#12h)")	#4h	1	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
GETBITS	GETBITS(12)	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-12
GETKEY	GETKEY	−1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
GETPIX	DIMGROB(G1,10,5,0); RETURN GETPIX(G1,0,0);	#FF000000h	1	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
GETPIX_P	DIMGROB_P(G1,10,10,0); RETURN GETPIX_P(G1,0,0);	#0h	1	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
GF	EXPR("GF(2,3)")	"GF(2,v^3+v+1,[v,k,g],undef)"	2	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
GROBH	DIMGROB_P(G1,100,50,0); RETURN GROBH(G1);	5	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
GROBH_P	DIMGROB_P(G1,100,50,0); RETURN GROBH_P(G1);	50	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
GROBW	DIMGROB_P(G1,100,50,0); RETURN GROBW(G1);	10	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
GROBW_P	DIMGROB_P(G1,100,50,0); RETURN GROBW_P(G1);	100	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
GSize	EXPR(" GSize")	12.00	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-15
GSize	EXPR("GSize")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-15
half_line	EXPR("half_line(point(0,0),point(3,4))")	half_line(point(0,0),point(3,4))	8	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
HAngle	HAngle	0	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
Heaviside	EXPR("Heaviside(1)")	1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
hessenberg	hessenberg([[1,2],[3,4]])	{[[1,0],[0,1]],[[1,2],[3,4]]}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
hilbert	hilbert(3)	[[1,0.5,0.333333333333],[0.5,0.333333333333,0.25],[0.333333333333,0.25,0.2]]	4	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
HMS→	HMS→(1.3)	1.3	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
homothety	EXPR("homothety(point(0,0),2,point(1,1))")	point(2,2)	8	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
hyperbola	EXPR("hyperbola(point(-1,0),point(1,0),point(0,1))")	{plotparam(*SINH(t),t,−3,3),plotparam(-(*SINH(t)),t,−3,3)}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
HypT1mean	EXPR("HypT1mean({1,2,3,4,5})")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-13
HypT1mean	EXPR("HypT1mean({2,4,6,8,10})")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-14
HypT2mean	EXPR("HypT2mean({1,2,3,4,5})")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-13
HypT2mean	EXPR("HypT2mean({2,4,6,8,10})")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-14
HypZ1mean	EXPR("HypZ1mean({1,2,3,4,5})")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-13
HypZ1mean	EXPR("HypZ1mean({2,4,6,8,10})")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-14
HypZ1prop	EXPR("HypZ1prop({1,2,3,4,5})")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-13
HypZ1prop	EXPR("HypZ1prop({2,4,6,8,10})")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-14
HypZ2mean	EXPR("HypZ2mean({1,2,3,4,5})")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-13
HypZ2mean	EXPR("HypZ2mean({2,4,6,8,10})")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-14
HypZ2prop	EXPR("HypZ2prop({1,2,3,4,5})")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-13
HypZ2prop	EXPR("HypZ2prop({2,4,6,8,10})")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-14
ICON	EXPR("ICON")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-13
IDENMAT	IDENMAT(2)	[[1,0],[0,1]]	4	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
IDENMAT	IDENMAT({2,3})	{[[1,0],[0,1]],[[1,0,0],[0,1,0],[0,0,1]]}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
IF	LOCAL z; z := 0; IF 1 == 1 THEN z := 5; END; RETURN z;	5	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
IF	LOCAL z; z := 0; IF 1 == 2 THEN z := 5; ELSE z := 7; END; RETURN z;	7	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
IF	LOCAL z; z := 3; IF 1 == 2 THEN z := 5; END; RETURN z;	3	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
IFERR	LOCAL z; z := 0; IFERR z := MID("abcdef", 0, 2); THEN z := -1; END; RETURN z;	−1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
IFERR	LOCAL z; z := 0; IFERR z := MID("abcdef", 2, 3); THEN z := -1; END; RETURN z;	"bcd"	2	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
IFTE	EXPR("IFTE(1<2,10,20)")	10	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
ihermite	ihermite([[1,2],[3,4]])	{[[−2,1],[3,−1]],[[1,0],[0,2]]}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
IM	IM(3+4*i)	4	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
incircle	EXPR("incircle(point(0,0),point(3,0),point(0,4))")	circle(point(1,1),1)	8	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
InfType	EXPR("InfType")	0	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
INSERT	INSERT({1,2,3},2,9)	{1,9,2,3}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
INSTRING	INSTRING("ab", "abc")	0	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
INSTRING	INSTRING("abcdef", "")	1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
INSTRING	INSTRING("abcdef", "cd")	3	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
INSTRING	INSTRING("abcdef", "f")	6	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
INSTRING	INSTRING("abcdef", "zz")	0	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
INSTRING	INSTRING("banana", "na")	3	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
Instruction	EXPR("Instruction")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-14
IntConvCPYR	EXPR("IntConvCPYR(12,12.6825)")	11.9994580668	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
IntConvEff	EXPR("IntConvEff(12,12)")	12.6825030132	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
IntConvNom	EXPR("IntConvNom(12.6825,12)")	11.9999972992	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
IntCPYR	EXPR("IntCPYR")	12	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-15
Inter	EXPR("Inter")	0	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
inter	EXPR("inter(line(point(0,0),point(4,0)),line(point(2,-1),point(2,1)))")	{"Error: entrada no válida"}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
inter	EXPR("inter(segment(point(0,0),point(4,0)),segment(point(2,-1),point(2,1)))")	{point(2,0)}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
INTERSECT	INTERSECT({1,2,3},{2,3,4})	{2,3}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
INVERSE	EXPR("INVERSE(4)")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-13
INVERSE	EXPR("INVERSE([[1,2],[3,4]])")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-13
inversion	EXPR("inversion(point(0,0),1,point(2,0))")	point(1/2,0)	8	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
INVERT	DIMGROB(G1,10,5,0); RETURN INVERT(G1);	1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
INVERT_P	DIMGROB_P(G1,10,10,0); RETURN INVERT_P(G1);	1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
InvestInt	EXPR("InvestInt")	0	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-15
IP	IP(-23.2)	−23	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
IP	IP(23.2)	23	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
IP	IP({23.2,15+1/4,51/2,10-4/5})	{23,15,25,9}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
IPYR	EXPR(" IPYR")	0.00	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-15
IPYR	EXPR("IPYR")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-15
IRR	EXPR(" IRR")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-15
IRR	EXPR("IRR")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-15
is_collinear	EXPR("is_collinear(point(0,0),point(1,1),point(2,2))")	1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
is_concyclic	EXPR("is_concyclic(point(1,0),point(0,1),point(-1,0),point(0,-1))")	1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
is_conjugate	EXPR("is_conjugate(circle(point(0,0),point(2,0)),point(1,0),point(3,0))")	0	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
is_element	EXPR("is_element(point(2,0),segment(point(0,0),point(4,0)))")	1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
is_equilateral	EXPR("is_equilateral(point(0,0),point(3,0),point(0,4))")	0	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
is_isosceles	EXPR("is_isosceles(point(0,0),point(2,0),point(1,2))")	3	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
is_orthogonal	EXPR("is_orthogonal(segment(point(0,0),point(4,0)),segment(point(0,0),point(0,4)))")	1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
is_parallelogram	EXPR("is_parallelogram(point(0,0),point(2,0),point(2,2),point(0,2))")	4	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
is_perpendicular	EXPR("is_perpendicular(segment(point(0,0),point(4,0)),segment(point(0,0),point(0,4)))")	1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
ISCHECK	EXPR("ISCHECK(1)")	0	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
ISECT	EXPR(" ISECT(F1,F2,2)")	2.56155281281	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
ISECT	EXPR("ISECT(F1,F1)")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-14
ISECT	EXPR("ISECT(F1,F2,2)")	2.56155281281	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
Isect	EXPR("  Isect")	0	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
Isect	EXPR("Isect")	0	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
ISKEYDOWN	ISKEYDOWN(30)	1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
ismith	ismith([[1,2],[3,4]])	{[[1,0],[3,−1]],[[1,0],[0,2]],[[1,−2],[0,1]]}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
isopolygon	EXPR("isopolygon(point(0,0),point(1,0),5)")	polygon(point(0,0),point(1/2+/(2*√(5-2*√5))+(-(1/2)-/(2*√(5-2*√5)))*(√5-1)/4+*(-(1/2)-/(2*√(5-2*√5)))*√(2*√5+10)/4),point(1/2+/(2*√(5-2*√5))-(-(1/2)-/(2*√ (cut at 160 characters)	8	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
ITERATE	ITERATE(X*2,X,1,3)	8	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
jordan	jordan([[1,2],[3,4]])	{[[2.74456264654,−8.74456264654],[6,6]],[[5.37228132327,0],[0,−0.372281323269]]}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
JordanBlock	JordanBlock(2,3)	[[2,1,0],[0,2,1],[0,0,2]]	4	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
l1norm	l1norm([1,2,3])	6	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
l2norm	l2norm([1,2,3])	√14	8	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
LEFT	LEFT("MOMOGUMBO", 3)	"MOM"	2	Virtual Calculator 2.4, build 2025-09-15	2026-09-11
LEFT	LEFT("abcdef", -1)	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-11
LEFT	LEFT("abcdef", 0)	"abcdef"	2	Virtual Calculator 2.4, build 2025-09-15	2026-09-11
LEFT	LEFT("abcdef", 3)	"abc"	2	Virtual Calculator 2.4, build 2025-09-15	2026-09-11
LEFT	LEFT("abcdef", 99)	"abcdef"	2	Virtual Calculator 2.4, build 2025-09-15	2026-09-11
LEFT	LEFT(42, 2)	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-11
LifeAsset	EXPR("LifeAsset")	1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-15
LINE	DIMGROB(G1,10,5,0); RETURN LINE(G1,0,0,9,4,RGB(0,0,255));	1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
line	EXPR("line(point(0,0),point(3,4))")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-13
LINE_P	DIMGROB_P(G1,10,10,0); RETURN LINE_P(G1,0,0,9,9,RGB(0,0,255));	1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
LinearSlope	EXPR("LinearSlope(0,0,2,1)")	0.5	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
LinearYIntercept	EXPR("LinearYIntercept(2,3,1)")	1	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
LineHorz	EXPR("LineHorz(2)")	line(y=2)	8	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
LineTan	EXPR("LineTan(QUOTE(X^2),X,1)")	line(y=diff(0,0)*x-diff(0,0))	8	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
LineTan	EXPR("LineTan(X^2,X,1)")	line(y=diff(0,0)*x-diff(0,0))	8	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
LineVert	EXPR("LineVert(2)")	line(x=2)	8	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
LinRegrTConfInt	EXPR("LinRegrTConfInt({1,2,3},{2,4,6},0.95)")	{0.95,12.7062047361,1,0,0,0,0}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
LinRegrTConfSlope	EXPR("LinRegrTConfSlope({1,2,3},{2,4,6},0.95)")	{0.95,12.7062047361,1,2,0,2,2}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
LinRegrTMeanResp	EXPR("LinRegrTMeanResp({1,2,3},{2,4,6},2,0.95)")	{2,0.95,12.7062047361,1,4,0,4,4}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
LinRegrTPredInt	EXPR("LinRegrTPredInt({1,2,3},{2,4,6},2,0.95)")	{2,0.95,12.7062047361,1,4,0,4,4}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
LinRegrTTest	EXPR("LinRegrTTest(1,2,3)")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-13
LinSolve	EXPR("LinSolve([[1,0,1],[0,1,2]])")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-13
LinSolve	EXPR("LinSolve([[1,0,1],[0,1,2]],[x,y])")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-14
LinSolve	EXPR("LinSolve([[1,2],[3,4]])")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-13
LinSolve	EXPR("LinSolve([[2,1,5],[1,-1,1]])")	{2,1}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
ListToMat	ListToMat({{1,2},{3,4}})	[[1,2],[3,4]]	4	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
LN	LN(1)	0	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
LN	LN({0.1,1})	{−2.30258509299,0}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
LNP1	LNP1(0.5)	0.405465108108	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
LOCAL	LOCAL z := 7; RETURN z;	7	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
LOCAL	LOCAL z; RETURN z;	0	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
LOCAL	LOCAL za := 2, zb := 3; RETURN za + zb;	5	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
LOCAL	LOCAL za, zb; za := 2; zb := 3; RETURN za * zb;	6	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
locus	EXPR("locus(point(0,0),point(1,1))")	"locus(point(0,0),point(1,1)) \n Error: valor de argumento incorrecto"	2	Virtual Calculator 2.4, build 2025-09-15	2026-09-14
LOG	LOG(8)	0.903089986992	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
LOG	LOG(8,2)	3	0	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
LOG	LOG({100,10})	{2,1}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
LOG	LOG({8,27,10000},{2,3,10})	{3,3,4}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
LOWER	LOWER("ABC")	"abc"	2	Virtual Calculator 2.4, build 2025-09-15	2026-09-12
LQ	LQ([[1,2],[3,4]])	{[[−2.2360679775,−2.22044604925ᴇ−16],[−4.9193495505,0.894427191]],[[−0.4472135955,−0.894427191],[0.894427191,−0.4472135955]],[[1,0],[0,1]]}	6	Virtual Calculator 2.4, build 2025-09-15	2026-09-13
LSolution	EXPR("LSolution")	*error*		Virtual Calculator 2.4, build 2025-09-15	2026-09-14
